Author,Title,Description,Genre,Banned
SocialMediaUser,UserComment,flew club europe from istanbul to heathrow	 excellent flight with quick and easy boarding. the service was as always to a high standard with a good selection of choices for the evening meal. entertainment was ok for the flight. nice touch being able to leave the plan first	 it can make all of the difference for the lines at t.,Misc,
SocialMediaUser,UserComment,he is! its just not the answer u want piers!,Misc,
SocialMediaUser,UserComment,i am actually surprised he isnt faking it and supporting israel for more interaction,Misc,
SocialMediaUser,UserComment,tait is just more intelligent,Misc,
SocialMediaUser,UserComment,have you noticed that peres clung to what happened on october  and forgot the suffering of the palestinians for years? what is strange is that he wants to hide the truth even though it is clear to everyone.,Misc,
SocialMediaUser,UserComment,the amount of times piers gets schooled on this topic is sad now. hes clearly a puppet.,Misc,
SocialMediaUser,UserComment,we forgot about andrew tate 	 hamas took the spotlight from him.,Misc,
SocialMediaUser,UserComment,even with the vaccine you get covid. and this was said to me by a doctor. i got covid while vaccinated,Misc,
SocialMediaUser,UserComment,israel got huge tech and a big army to wage war with.,Misc,
SocialMediaUser,UserComment,andrew tate	 stop getting offended. % of palestinians are hammas. the rest of the palestinians are not and they are casualties of war as is israel. its collateral damage on both sides,Misc,
SocialMediaUser,UserComment,omg tate summed it up	 the west backs ukraine who has been victom of russia conquering land. israel has done the same for  years and the west supports it. israel and russia are cut from the same cloth its disgusting the hypocricy,Misc,
SocialMediaUser,UserComment,no matter how articulately you speak	 the truth is	 the barbarity of hamas actions is beyond discussion. they were attacking and for sure they knew that innocent palastinians would suffer but they dont care. theyve lost it. how can you shoot a  month old baby in front of his mother. only demons can do that.,Misc,
SocialMediaUser,UserComment,first it was do you condemn hamas,Misc,
SocialMediaUser,UserComment,im doing my very best he doesnt want gov know he has more bread hidden hahaha,Misc,
SocialMediaUser,UserComment,as assumed by means you still conveying someone elses views and information on covid-.,Misc,
SocialMediaUser,UserComment,im not sure mr morgan knows what the word sarcasm means,Misc,
SocialMediaUser,UserComment,his bosses wont let him.... exactly,Misc,
SocialMediaUser,UserComment,big up tate man real legend,Misc,
SocialMediaUser,UserComment,what about novemberrd,Misc,
SocialMediaUser,UserComment,the matrix is sitting right in front of him. all the questions are invasive to his personal life. these people attack you directly bruh,Misc,
SocialMediaUser,UserComment,this was the cherry on top outta of all his interviews,Misc,
SocialMediaUser,UserComment,fair play	 piers was brilliant in this interview	 even slightly won the debates.. the last interview i thought the complete opposite. so fair play hes done his homework,Misc,
SocialMediaUser,UserComment,andrew tate for palestinian president !,Misc,
SocialMediaUser,UserComment,piers: what is the matrix?,Misc,
SocialMediaUser,UserComment,i loss all my respect for this man that dropped the soap .   ask him if it was his kids what would he do?,Misc,
SocialMediaUser,UserComment,hamas had not planned to attack music festival	 israeli report says,Misc,
SocialMediaUser,UserComment,i would like to say that i like many of the things andrew tate says	 but when he speaks of the israeli palestinian conflict	 he is completely ignorant and unaware of the facts and is guilty of delivering an emotional response	 instead of a rational one,Misc,
SocialMediaUser,UserComment,i would like to believe you are the head of the house hhhh...,Misc,
SocialMediaUser,UserComment,andrew tate : nailed it,Misc,
SocialMediaUser,UserComment,verified review | bahrain to boston via london. first time flying ba after flying qatar	 emirates and oman air business class. check in at bah was quick and efficient with their seperate business and first class check in area. ba uses the dilmun lounge	 which is basic but adequate. the flight from bah to lhr was on a . the seats are in a xx configuration and are very narrow (similar to premium economy seats	 and marginally larger than the economy seats) though reasonably comfortable. when fully flat there is not much room	 and people over  feet will struggle. there was hardly any storage space	 and the ife screen was very small and of poor quality. the food was very average (i had the carrot and pumpkin soup). cabin crew was disengaged and the plane felt old and tired. the lounge in heathrow is large	 but gets too busy to be able to sit comfortably. the bathrooms in both the main ba lounges are quite dated and need a good clean far more often then they get. the quality of food in the lounge is average	 though the wine and spirit selection is decent. the flight from lhr to bos was on a  and this was similar to the  - old and tired with cramped seating for business class. cabin crew were a bit better on this leg	 though still disengaged. the food was of average quality	 though the wine list	 while small	 was good. overall	 ba has the feel of a budget carrier compared to some of its middle eastern counterparts. the lounge is sub par	 particularly when compared to the qatar lounge in doha	 or even the qantas / one world lounge in lax. the business class ticket was reasonably cheap	 though i can now see why. given the choice i would not fly ba again.,Misc,
SocialMediaUser,UserComment,piers racist anti muslim bias is so stomach churning. sorry but israel is in the wrong. end of story. grow out of this western colonialism crap its past its sell by date.,Misc,
SocialMediaUser,UserComment,everyone else is a lier.,Misc,
SocialMediaUser,UserComment,anger in his face.  poorly  andrew,Misc,
SocialMediaUser,UserComment,for some reason this is the most interesting interview,Misc,
SocialMediaUser,UserComment,i agree with andrew tate %.  a womans role is to take care the home	 the children and above all serve her husband.,Misc,
SocialMediaUser,UserComment,thanks for sharing that u went through tate	 first time im hearing any of ur side l since the jail days,Misc,
SocialMediaUser,UserComment,why is pm so focused on making people accept hammas as a terror group	 it becomes tiring,Misc,
SocialMediaUser,UserComment,piers morgan masters restricted him from believing the truth	 he followed the lies blindly because he is a coward afraid to become like tucker and morris,Misc,
SocialMediaUser,UserComment,so instead of attacking what he said they choose to attack his character. they talk of who is broke and funded by who	 while never taking the time to actually digest his actual words. so many of the commenters here are the absolute embodiment of a dunce bat. there were events that lead up to october th	 anyone who doesnt understand that really shouldnt be commenting as they are uneducated about the situation and thus not qualifies to provide an educated response. what happened on october the th cannot be defended	 but even then	 you still can understand why it happened. same thing with israels response. the basic rules of engagement in war dictates that you dont do what israel did. you cant just casually bomb an hospital just because some bad guys are near there	 thats is like saying russia should have launched nukes at ukraine and leveled it because they wanted to join nato	 absolute nonsense. people need to stop dying	 thats what needs to happen. discuss peace. lets start today.,Misc,
SocialMediaUser,UserComment,on october th..... who got fired?,Misc,
SocialMediaUser,UserComment,trip verified | premium economy dont waste your money on an overnight flight! going out is acceptable but the night flight we had was a disgrace! the food (i use this term lightly) wasnt fit for dogs on our flight	 it was salmon we think as it didnt taste of anything	 a meat of some kind but was too tough to stick a fork into let alone eat it. the veg tasted burnt	 bread roll was ok. (not really a saving grace). one cup of tea or coffee at breakfast and dont bother asking what was in the box left on our table! i didnt bother trying it. the look on other peoples faces was good enough for me to know dont bother! which in comparison to the outbound flight (london to orlando) was worlds apart	 greeted with a drink which was the first of many	 dinner was nice	 the steak edible	 veg cooked just right and dessert was nice with plenty of drinks! inflight entertainment was good even though there was supposed to be wifi but couldnt log on so saved some money there. i really thought this was going to be the best way to travel. oh a broken seat for one of our party was a bit disappointing	 homeward bound and the inflight entertainment seem rather lacklustre which leads me to think it was an older plane. but that really shouldnt happen. what is not told when booking	 homeward flight on the top of your ticket if you have tsa pre you dont have to join the massive queue	 look for pre entered tsa line thats the one thats empty cause they tell no one about it.,Misc,
SocialMediaUser,UserComment,piers is like an old radio tape stuck only on one sentence do you condemn?,Misc,
SocialMediaUser,UserComment,gaza has a port and had an airport that was destroyed in the intifada (yes people) - violence created more violence - you keep accusing the israelis but look what happened before every israeli response and you will find palestinians violance!,Misc,
SocialMediaUser,UserComment,piers stop humiliating yourself,Misc,
SocialMediaUser,UserComment,did you all hear what piers said ? .....   about hamas charter .. this guy went very quiet. who is he?,Misc,
SocialMediaUser,UserComment,more of a debate than an interview tho,Misc,
SocialMediaUser,UserComment,this man is a just a modern day pimp	 possibly the most successful of them. he has just taken the pimping game to social media 	 just like hugh hefner took the game to the magazines etc. however	 his problem is he is a black guy pimping out lil white girls	 and like the black pimp on the street corner	 the law will always and has come for him. however	 like most pimps he is smart and knows the way to defend himself is to garner support from the racists	 bigots and conspiracy theorists. tate knows morgan is a bigot thats why he threw him a little red meat with the shade on blm	 just to keep him on side and morgan lapped it up and you notice morgan become agreeable and shows his liking of him for that reason. cos he appeals to his bigotry. people like morgan and the types that support the rioters will support anyone regardless of what they do	 including those that pimp out their daughters	 as long as they hate the blacks. thats why candace owens does what she does and is so successful	 its also not surprising that they get on very well. they are both involved in the same game of making money out of bigoted white folk. also	 his narcism is such that he thinks he can talk his way out of this mess. with everything he says you can hear him preparing and practicing his defence. we will see just how smart the romanian system is.,Misc,
SocialMediaUser,UserComment,thoroughly disappointed with this supposed legacy airline. having been delayed for an hour on my british airways connecting flight to lhr and stuck overnight at a heathrow hotel i was looking forward to getting going on the morning flight. reality check. this aircraft is old and decrepit and was built in the s	 it should have been retired long ago. a quick google search shows that this aircraft makes up the majority of bas longhaul fleet. the seats are so small and narrow that you are constantly playing elbow hockey with the people on either side of you. i am ft  and weigh kg so how a larger person might survive is beyond me. everything is old and looks it too. even the staff. the seats are worn to the point that you can feel every piece of the metal frame beneath. in fact the lady seated in front of me complained to the cabin crew because she could feel the miniature tropicana bottle i had put the seat pocket. even the safety animation video looks like it was made as a school it project by  year olds. staff are cold and unfriendly	 it would seem that their contracts forbid smiling of any kind. the inflight entertainment screens are smaller than a regular smartphone and have large visible pixels	 it is a struggle to actually see what is being displayed. they are running on brand image only and even then theres only fumes left in tank. do not fly ba at least until they seriously upgrade their fleet.,Misc,
SocialMediaUser,UserComment,the only woman that finds andrew tate offensive is piers morgan.,Misc,
SocialMediaUser,UserComment,tate makes piers look sensible,Misc,
SocialMediaUser,UserComment,i love piers morgans calmness in front of someone whos yelling :),Misc,
SocialMediaUser,UserComment,people will say palestine	 but really theyve only been defending their land from forced occupation,Misc,
SocialMediaUser,UserComment,and yes i am being cancelled!!!,Misc,
SocialMediaUser,UserComment,these are the mighty thinkers that the world deserves.,Misc,
SocialMediaUser,UserComment,all ben does is fear monger literally one minute later: i dont watch bens show idk what he says,Misc,
SocialMediaUser,UserComment,i received a message at am to inform me that my british airways flight from zurich to lcy will be delayed by  hour. travelling with a yr old	 and already staying at the zurich airport radisson	 i decided to arrive at the check in  hrs before the new departure time. unfortunately	 the incompetent staff at the check in desk informed me that the flight is closed and no more check ins. i knew this was incorrect	 and asked for the supervisor	 who knew that the flight	 being at least  hour late departure (.hrs as it turned out) is not closed! we were checked in of course! ba - please train your check in staff or fire the incompetent ones. luckily	 as a very frequent flyer	 i was not going to accept the nonsense of the first check in who suggested we should fly in the evening?,Misc,
SocialMediaUser,UserComment,returning from chicago to berlin	 the overall flight experience was no better than the outward sectors a week earlier. i opted to skip dinner and instead have breakfast since the flight landed around :. breakfast was a hard slab of cake with one drink - a total disgrace! once again the cabin was too warm and i saw no passengers using their blankets. the berlin flight ex-lhr was delayed	 initially due to the usual late incoming aircraft excuse	 and then to a broken apu. so no air was being pumped in to the cabin and the engines could not be started! for some reason it then took half an hour to locate one that did actually work. meanwhile on one of the hottest days of the year we waited on board in increasingly sauna-like conditions. the captain kept us informed and then made up a bit if time	 although we still landed  minutes late.,Misc,
SocialMediaUser,UserComment,peirs morgan is spineless,Misc,
SocialMediaUser,UserComment,can you say anything other than condem  khamas ? i am sick of you,Misc,
SocialMediaUser,UserComment,is sad how piers changes face 	 only what i am curios is because of money or threats,Misc,
SocialMediaUser,UserComment,well	 i was forced to take a shot and i didnt take it and i got fired so i guess i wasnt forced? i would call that coerced,Misc,
SocialMediaUser,UserComment,i think this was actually pretty fair interview aside from a few things,Misc,
SocialMediaUser,UserComment,thr hypocrisy of piers is mind blowing,Misc,
SocialMediaUser,UserComment,the fact that andrew tate believes in allah and islam.....just discredited him.   omg.  he is such a narcissist and a hypocrit.   religion	 andrew	 is the height of therapy.   kneeling  times a day facing east is ok.,Misc,
SocialMediaUser,UserComment,if the matrix was so strong	 wouldnt they have victims and a strong case lmao this guy contradicts himself constantly,Misc,
SocialMediaUser,UserComment,i hope you can answer your hosts question piers what if it was your kid ???,Misc,
SocialMediaUser,UserComment,war is horrific piers said when it comes to israel it means people die at a war but when it comes to hamas its not a war its terror	 was hamas in a war with israel? if the answer is yes	 then from the mouth of piers war is horrific,Misc,
SocialMediaUser,UserComment,legitimate questions about how isreal responded........erm,Misc,
SocialMediaUser,UserComment,omg this is the guy that does the dancing  videos on tiktok,Misc,
SocialMediaUser,UserComment,why is it so hard to understand?!,Misc,
SocialMediaUser,UserComment,look closely how this person treats someone thats no danger or treat to him...,Misc,
SocialMediaUser,UserComment,mossad created hamas	 matrix created hamas and financed it.. matrix created hitler	 nacional socialist party...,Misc,
SocialMediaUser,UserComment,in fact i could not continue because i really felt discusted of piers hypocrite argument and manipulation he keeps doing in every interview.,Misc,
SocialMediaUser,UserComment,flew from london to doha on a newly refurbished . smooth ride through airport and pleasant staff on hand to help. boarding was on time but there was a slight delay which put us back by half an hour and delayed take off. captain was good at keeping us informed. cabin crew friendly enough but seemed tired in their service and no smile. food was average and not anything to write home about. i felt i had to eat quickly as the flight attendant was waiting for me to finish my last bite with a stern look! inflight entertainment was excellent and kept me entertained throughout the six hours you have got an array of movies tv games and music to choose from. seats were really comfy and i got a good kip. overall an enjoyable experience and i would definitely fly ba again.,Misc,
SocialMediaUser,UserComment,if americans are so obsessed with israeli people than why dont they give some land to israel......,Misc,
SocialMediaUser,UserComment,it would be great if piers would let tate speak,Misc,
SocialMediaUser,UserComment,lemme check the result,Misc,
SocialMediaUser,UserComment,:	 this specific question had piers baffled	 not too often you see that.,Misc,
SocialMediaUser,UserComment,susan abulhawas the blue between sky and water and radwa ashours the woman from tantoura,Misc,
SocialMediaUser,UserComment,uncle ben gave tate great advice,Misc,
SocialMediaUser,UserComment,you are giving him a oppertunity to through his,Misc,
SocialMediaUser,UserComment,dia ingin menekankan kepada dunia bahwa israel adalah korban sejak tgl  oktober	dia lupa dunia tdk buta mereka menjajah palestina selama  tahun	menguasai rumah warga palestina	membunuh bayi dan anak anak jauh sebelum  oktober	israel playing fiktem seoalah hamas teroris padahal israellah real teroris,Misc,
SocialMediaUser,UserComment,hey piers morgan when are  you going back to the uk so you can get arrested for your  hacking  thing you did.,Misc,
SocialMediaUser,UserComment,verified review | british airways is a very good airline. yesterday i was coming back from bangkok to london and i missed my flight	 because i feel asleep at the airport (i had a sleepless night and food poisoning). they did me big favour and booked next available flight (next day) free of charge. never happened to me with another airline. very impressed.,Misc,
SocialMediaUser,UserComment,you can recognize it is bucharest by the car horns in the background,Misc,
SocialMediaUser,UserComment,hold on there 	 pierece.. isnt there new info comiong out that some of that attack on the festival and jewish were actaully idf?  are you going to acknowledge that ?,Misc,
SocialMediaUser,UserComment,piers clearly forget nakba,Misc,
SocialMediaUser,UserComment,bloody heck	 piers	 change the record! youve wasted enough time because andrew was speaking sense. hes still using the incorrect  figure! we can see through what youre doing piers. remember if you believe in a god	 youll be held accountable for what you say	 do and conent to!,Misc,
SocialMediaUser,UserComment,: this line destroy everything piers agenda.,Misc,
SocialMediaUser,UserComment,god piers is such a liberal,Misc,
SocialMediaUser,UserComment,tate is a hero. piers is a rat.,Misc,
SocialMediaUser,UserComment,asking andrew tate about anything of consequence is like asking my cat.,Misc,
SocialMediaUser,UserComment,trip verified | our flight from seattle to london in november th was canceled due to technical problems. after waiting at the airport for  hours and staying in the line for  hours the ba associate couldnt find us any immediate flight. they offered us a flight that would arrive in london late november th. it would take us  hours. since the purpose of trip was to present a paper in a conference in november . i would have missed my presentation by the time we would arrive. my trip was supposed to be  days so by the time of arrival i had to return in less than two days. they advised us to cancel the flight and promised to refund our flight tickets as well as the expenses for our accommodation since it was to late to cancel our booking. i filed a claim online based on their instruction. the customer relation phone number is disconnected. in fact the automatic voice mail says please dont chase a call! the website link they refer to for tracking the claim has an auto message that the link dose not exist. after . months stressful attempt to connect with customer relations they finally responded by email to tell me that we are not going to receive any refund from them.,Misc,
SocialMediaUser,UserComment,nice show i can predict massive viewings hardcore like for youtube.,Misc,
SocialMediaUser,UserComment,: blessed are the peace makers for they will inherit the kingdom	 said the lord god almighty	 no one else.,Misc,
SocialMediaUser,UserComment,years of terror in a prison making the population live like rats is no match for ne day off battle,Misc,
SocialMediaUser,UserComment,tate talking about humanity !! and he was accused of sexual trade weird is he human first  a man like tate words  with no actions ..so make it easy for him let him wear his muslim amama and goes to gaza for jihad like this israel will send him to his allah.,Misc,
SocialMediaUser,UserComment,anyone with a sane brain..will know who is wrong..free palestine from the nusantara.. we always stand behind palestine..,Misc,
SocialMediaUser,UserComment,i really enjoyed this	 it was a game of verbal chess. tate owned piers & it obvious that piers still believes the lies told throughout covid or hes owned by the state.. my gut tells me its the second.. piers is not as convincing when hes lying,Misc,
SocialMediaUser,UserComment,lets call it webcam broo,Misc,
SocialMediaUser,UserComment,mr. morgan for this intelligently conducted interview!,Misc,
SocialMediaUser,UserComment,tate the appeaser!  lol!  exactly right.,Misc,
SocialMediaUser,UserComment,if piers dont ask this question	 what will happen to him? i think he boss has control over what he has to say.,Misc,
SocialMediaUser,UserComment,cannot believe andrew tate did not answer the first question and just starts shouting and side stepping questions...spineless!,Misc,
SocialMediaUser,UserComment,hamas was funded and supported by israel.,Misc,
SocialMediaUser,UserComment,why would yr olds want to speak to piers,Misc,
SocialMediaUser,UserComment,andrew constantly hit piers with responses that piers cudnt handle....piers	//	 women and unarmed civilians for decades...y do u ignore that?,Misc,
SocialMediaUser,UserComment,piers the wiesel	 ben the rat and jordan the snake got exposed by andrew the top g.,Misc,
SocialMediaUser,UserComment,piers: it didnt go away	 it got milder over time.,Misc,
SocialMediaUser,UserComment,how we can trust a science that has no long peroid,Misc,
SocialMediaUser,UserComment,hamas does not care about the palestinian people. hamas knew with certainty how israel would respond to the torture	 rape	 beheading	 and slaughter of israeli women	 children	//,Misc,
SocialMediaUser,UserComment,in war everything is gray. there are no good guys and bad guys,Misc,
SocialMediaUser,UserComment,piers got him on being a being a thirst trap,Misc,
SocialMediaUser,UserComment,wheres your bugatti piers,Misc,
SocialMediaUser,UserComment,forget about the fan boys who are not fans but cant fail to notice how great is andrew tate.,Misc,
SocialMediaUser,UserComment,you looked like a fool.,Misc,
SocialMediaUser,UserComment,andrew dodges all the bullshit from this guy. andrew is a genius,Misc,
SocialMediaUser,UserComment,never seen tate so emotional,Misc,
SocialMediaUser,UserComment,that room is almost black.,Misc,
SocialMediaUser,UserComment,why did youtube delete peoples accounts that provide food and roofs over their families heads for simply disagreeing with the vaccine? so yea someone like tate i believe they would toss his ass in jail for speaking the truth ..,Misc,
SocialMediaUser,UserComment,ask him if he dropped the soap,Misc,
SocialMediaUser,UserComment,i swear to god he is the funiest guy when he triggered the people who interviewed him lol.,Misc,
SocialMediaUser,UserComment,verified review | i was pleasantly surprised with british airways on both outbound and inbound flights from orlando to gatwick after reading the reviews. i would go as far as to say i would choose them over virgin now unless there was a dramatic price difference. the crew both ways were friendly and really helpful	 i have found virgin crew to be a bit up themselves thinking they are a cut above the rest. contrary to how virgin crew are on an overnight flight (serve food	 dim lights and keep out the way until hour before landing) ba crew still regularly came round making sure everyone was ok and if anyone wanted anything. we had nearly  hour delay leaving orlando on g-viiu	 firstly due to inbound being a bit late due to an alligator closing the runway and finally a medical issue on board whilst positioned on runway to go. we returned to gate for paramedics	//,Misc,
SocialMediaUser,UserComment,verified review | i am due to fly from tehran to vancouver via london heathrow. i pre-paid for my seat and their system assigned a wrong seat. i called customer service  times and no one helped me the get this fixed. british airways customer service is the worst airline customer service ive seen. i would be happy to pay extra next time not to travel with british airways.,Misc,
SocialMediaUser,UserComment,andrew got indoctrinated in jail. he had no choice but to join a group so he and his brother were not alone.. and thats understandable. however now he has become a argumentative unreasonable person. q. has he progressed or digressed?,Misc,
SocialMediaUser,UserComment,i generally do not agree with andrew	 he is % on this matter.,Misc,
SocialMediaUser,UserComment,but we knew how that turned out  years after.,Misc,
SocialMediaUser,UserComment,minutes in...he admits it was provoked terrorism.,Misc,
SocialMediaUser,UserComment,andrew u should know ur income is halal or not...from where u generate income like investing etc ....u can ask that to a islamic scholar,Misc,
SocialMediaUser,UserComment,when all is said and done understand this: the reconning that is coming for piers morgan and his colleagues in the western news media by the public will be unlike anything weve ever seen  before.,Misc,
SocialMediaUser,UserComment,trip verified | its been many years since i flew long haul british airways and i was pleasantly surprised by recent flights. ba staff used to be offhand and inhospitable but thats all changed. from the time of arriving at london heathrow t the staff have been really friendly and helpful. similarly on the flight	 the attendants couldnt do enough for me. when i requested tomato juice with worcester sauce	 the attendant made a special trip to the rear to get it. on the way back i asked for a tonic water and	 again	 they offered to go and get it. the seating of these newer planes allows me knee room	 even though im ft ins and the headrest can be slid up high enough too. the entertainment system	 though a little quirky in its operation and menu system compared to the slickness of cathay pacific	 nevertheless had a good range of movies and tv to watch. both flights ended up arriving on time	 despite delays at heathrow both ways	 and the pilots kept us cheerfully informed as what was going on. food quality was reasonable	 again not up to the standard of cathay pacific	 rather let down by a filled croissant for breakfast which i thought was a bit mean. overall a very pleasant flight	 thanks ba. is this because competition is hotting up and ba now have to try harder?,Misc,
SocialMediaUser,UserComment,piers lies through his teeth. yts act like god isnt watching.,Misc,
SocialMediaUser,UserComment,explaining and justifying arent the same thing	 hopefully piers will understand this one day.,Misc,
SocialMediaUser,UserComment,its unfortunate that andrew gets scrutinized for having  the courage to publicly voice his women-diminishing beliefs; when its generally known that these are the perspectives held by admirable men now and throughout history.,Misc,
SocialMediaUser,UserComment,as they cover their beauty it makes it more important for them to develop their personality	 morals and intellect	 to be defined by.,Misc,
SocialMediaUser,UserComment,take the shades off . hiding behind them.,Misc,
SocialMediaUser,UserComment,:: gender fluidity is promoted and groomed at school and its okay by the government  what a joke,Misc,
SocialMediaUser,UserComment,at: there were tears that ran down my face.,Misc,
SocialMediaUser,UserComment,@piers morgan: if you want to have a real constructive discussion with a muslim who has knowledge and who will answer in a constructive way	 and will tell you the islamic standpoint then bring hasan somali,Misc,
SocialMediaUser,UserComment,i gotta straighten this man out..lol,Misc,
SocialMediaUser,UserComment,peirce speaking on behalf of ben says it all. fk wit,Misc,
SocialMediaUser,UserComment,i got intimidated by watching this from home	 cant imagine what interviewer felt like,Misc,
SocialMediaUser,UserComment,amsterdam for two nights on business. used ba. i have to say that their economy euro product is good and covers all angles for smooth and efficient journey. check in at lhr t takes seconds and security minutes. the aircraft was the early-bird and was full. breakfast snack and tea served minutes after take off. even a tea refill offered. good value for money too.,Misc,
SocialMediaUser,UserComment,i think the one with glasses is a little bit mental somehow,Misc,
SocialMediaUser,UserComment,lost all respect for tate on this subject.  typically	 i agree on most of his comments.  however	 he is not looking at both sides because he is a muslim and feels loyal to his religion and cant seem to see outside of his box.,Misc,
SocialMediaUser,UserComment,i didnt think i could love andrew tate more,Misc,
SocialMediaUser,UserComment,this man just ended ben shapiros life,Misc,
SocialMediaUser,UserComment,piers is puppet end of.,Misc,
SocialMediaUser,UserComment,so many woman want to be slave away on work than creating a loving family,Misc,
SocialMediaUser,UserComment,piers is saving his ass and paycheck to speak in favor of tyrant	 while tate is speaking for pure humanity period,Misc,
SocialMediaUser,UserComment,thats a very intresting question,Misc,
SocialMediaUser,UserComment,i am old enough to remember the coverage and saved a clip,Misc,
SocialMediaUser,UserComment,it was fun to see andrews bullshit not working this time as piers wouldnt let it fly.,Misc,
SocialMediaUser,UserComment,piers wants only to hear what he wants	 he didnt let andrew talk freely	 he is bias for sure..,Misc,
SocialMediaUser,UserComment,vlad epe disapproves.,Misc,
SocialMediaUser,UserComment,tate being based for once,Misc,
SocialMediaUser,UserComment,see the main issue with piers points and what andrew was trying to tell him pretty much the whole time is	 piers keeps acting as if the timeline for the palestine israel conflict starts on exactly oct		//,Misc,
SocialMediaUser,UserComment,thats what youre supposed to do,Misc,
SocialMediaUser,UserComment,im sure god will guide piers to right path one day. let us all pray for him. amiin,Misc,
SocialMediaUser,UserComment,andrew is  percent spot on and piers just looks like an idiot. my boyfriend does in fact tell me what to do. its on me to listen or not	 and that is him caring. and if i respect him in any way	 i will listen. and i do listen because my man will lead me	 that is his job. my role is to stand beside my man. piers has warped into this masculinity is toxic bullshit. andrew is right	 society is failing because we are constantly attacking men. piers said women would be laughing at andrew	 actually were laughing at you and crying where are all the men at,Misc,
SocialMediaUser,UserComment,and andrew nevers agree for a single point which piers trying to prove,Misc,
SocialMediaUser,UserComment,dude doesnt tell the truth about his situation he misrepresents. he is in two pimping cults,Misc,
SocialMediaUser,UserComment,only person that died on jan  was ashley babbitt stupid propagandist,Misc,
SocialMediaUser,UserComment,this video makes me less respect him..when did he become so stupid,Misc,
SocialMediaUser,UserComment,verified review | flying british airways from paris to london is less convenient as they are the only major airline that has the check in counter located one floor down at basement	 but good that on this occasion the business class lounge is relocated to the cathay pacific lounge as this caters for long haul passengers. boarding on time but held in tarmac for half an hour	 not bas fault. the pilot tried to make up time but still failed by a few minutes to have lost the allotted time	 so the aircraft parked a mile away with inconvenient stair deplane and coach connection	//,Misc,
SocialMediaUser,UserComment,one thing puts morgan to sleep children held in israeli prisons for years now im curious if hes got some crocodile response to that,Misc,
SocialMediaUser,UserComment,:  this is wild and deliciously informative.,Misc,
SocialMediaUser,UserComment,andrew is someone i love. however	 his interviews with tucker	 candace	 pierce and the bbc reporter all appear to have a similar dynamic. i place the responsibility for this repetitive nature on the interviewers. the interviews conducted with the woman romanian interviewer and the therapist	 on the other hand	 were truly fantastic.,Misc,
SocialMediaUser,UserComment,you are all falling for the grift lmao.,Misc,
SocialMediaUser,UserComment,if you want only hear your opinion	 just stop interviewing cause its not seems like an interview 	 mins looking for condemnation,Misc,
SocialMediaUser,UserComment,ive thought this guy is behind bars......,Misc,
SocialMediaUser,UserComment,piers loves to twist a narrative	 hes somebody who cant gather facts and evidence for himself so what he does is just read the articles he sees on social media,Misc,
SocialMediaUser,UserComment,israel themselves reported that no beheading was committed. stop spreading false information to benefit ur narratives,Misc,
SocialMediaUser,UserComment,crazy how he never denied the matrix,Misc,
SocialMediaUser,UserComment,but hamas is using palestinians for evil and as their human shield. anybody?,Misc,
SocialMediaUser,UserComment,never seen someone talk like this before,Misc,
SocialMediaUser,UserComment,piers doesnt like tate	 but he knows he will get views from this. goodbye piers and his narrow ways of thinking,Misc,
SocialMediaUser,UserComment,: gets me every time 	 piers face,Misc,
SocialMediaUser,UserComment,i tried answering piers questions before andrew did	 but i couldnt word it better than andrew didi tried,Misc,
SocialMediaUser,UserComment,spending some time in romanian jailsits not such a big deal. imagine a whole country spending the whole time in the western propaganda jail costum made by the western media.,Misc,
SocialMediaUser,UserComment,this is the one time i am speechless and ashamed of andrew tate the fact that you cant say what hamas did is terrorism is beyond me man not condemning october  is like not condemning the nazis and if you dont condemn january 	 you are a nazi,Misc,
SocialMediaUser,UserComment,i dont see anything wrong with that situation.,Misc,
SocialMediaUser,UserComment,andrew sure knows how to host a show.,Misc,
SocialMediaUser,UserComment,pierce	 men know that soy boys cant understand it	 that it would not be human to be separated from your children and not feel those emotions	 its different than crying......,Misc,
SocialMediaUser,UserComment,want to hear about the threat in prison	 that would be interesting when its calmed down abit,Misc,
SocialMediaUser,UserComment,thank you soooooo much sir,Misc,
SocialMediaUser,UserComment,bring the men back! nuff said!,Misc,
SocialMediaUser,UserComment,bbc is a total machine of propaganda & we all know it 						msnbc< cnn abc nbc cbs all the same bullsh**t !!!!!!!!,Misc,
SocialMediaUser,UserComment,terrorism is a tactic like guerilla warfare. it has been studied and called a name. why cant someone just call it what it by its name. what does anyone lose? genuine question...,Misc,
SocialMediaUser,UserComment,nothing justifies what hamas did on october th.  after all the interviews piers handled he still do not understand what is happening. sad,Misc,
SocialMediaUser,UserComment,andrew is a goat and no proof of  babies,Misc,
SocialMediaUser,UserComment,morgan is a globohomo uniparty presstitute,Misc,
SocialMediaUser,UserComment,peirs is talking his believe and hate	 on the other hand andrew is talking the fact. go andrew!,Misc,
SocialMediaUser,UserComment,you are a real hero for challenging piers morgan on his silence,Misc,
SocialMediaUser,UserComment,piers asks one instance where israel got into gaza and bombed them without provocation?,Misc,
SocialMediaUser,UserComment,pier should look at old map of palestine vs those of today and answer the question . how israel took all that land ?,Misc,
SocialMediaUser,UserComment,andrew tate doesnt give me vibe of masculine confident man	 but a funny idiot...this guys answers are so dumb and lackluster...and hilariously arrogant and lie. tell him can you dodge a bullet shot at him? he probably says i take it because a man faces a bullet rather than dodge it.,Misc,
